1,[PAD]
0,[GRP]
2,tr|A0A493STA2|A0A493STA2_ANAPP
79,tr|U3IAG6|U3IAG6_ANAPP
80,tr|U3IAI8|U3IAI8_ANAPP
81,tr|U3IAL4|U3IAL4_ANAPP
82,tr|U3IAY8|U3IAY8_ANAPP
83,tr|U3IB34|U3IB34_ANAPP
84,tr|U3IC92|U3IC92_ANAPP
85,tr|U3ICM6|U3ICM6_ANAPP
86,tr|U3ICU3|U3ICU3_ANAPP
87,tr|U3IDH1|U3IDH1_ANAPP
88,tr|U3IE27|U3IE27_ANAPP
89,tr|U3IEJ2|U3IEJ2_ANAPP
90,tr|U3IEJ6|U3IEJ6_ANAPP
91,tr|U3IF55|U3IF55_ANAPP
92,tr|U3IF56|U3IF56_ANAPP
93,tr|U3IFY9|U3IFY9_ANAPP
94,tr|U3IHQ4|U3IHQ4_ANAPP
95,tr|U3II98|U3II98_ANAPP
96,tr|U3IIB9|U3IIB9_ANAPP
97,tr|U3IIG0|U3IIG0_ANAPP
98,tr|U3IJ91|U3IJ91_ANAPP
99,tr|U3IJA2|U3IJA2_ANAPP
100,tr|U3IJI0|U3IJI0_ANAPP
101,tr|U3IJK7|U3IJK7_ANAPP
102,tr|U3IJL1|U3IJL1_ANAPP
103,tr|U3IJW4|U3IJW4_ANAPP
104,tr|U3IKP1|U3IKP1_ANAPP
105,tr|U3ILM6|U3ILM6_ANAPP
106,tr|U3IM06|U3IM06_ANAPP
107,tr|U3IMZ9|U3IMZ9_ANAPP
108,tr|U3IN40|U3IN40_ANAPP
109,tr|U3INL2|U3INL2_ANAPP
110,tr|U3IPD4|U3IPD4_ANAPP
111,tr|U3IPE5|U3IPE5_ANAPP
112,tr|U3IQG6|U3IQG6_ANAPP
113,tr|U3IQZ1|U3IQZ1_ANAPP
114,tr|U3IR26|U3IR26_ANAPP
115,tr|U3ISM9|U3ISM9_ANAPP
116,tr|U3ISN8|U3ISN8_ANAPP
117,tr|U3ISR3|U3ISR3_ANAPP
118,tr|U3ITB0|U3ITB0_ANAPP
119,tr|U3ITM7|U3ITM7_ANAPP
120,tr|U3IU70|U3IU70_ANAPP
121,tr|U3IUD4|U3IUD4_ANAPP
122,tr|U3IUD9|U3IUD9_ANAPP
123,tr|U3IUI0|U3IUI0_ANAPP
124,tr|U3IUU3|U3IUU3_ANAPP
125,tr|U3IV58|U3IV58_ANAPP
126,tr|U3IVI2|U3IVI2_ANAPP
127,tr|U3IVP2|U3IVP2_ANAPP
128,tr|U3IW26|U3IW26_ANAPP
129,tr|U3IW45|U3IW45_ANAPP
130,tr|U3IWA4|U3IWA4_ANAPP
131,tr|U3IWJ3|U3IWJ3_ANAPP
132,tr|U3IWP0|U3IWP0_ANAPP
133,tr|U3IXG2|U3IXG2_ANAPP
134,tr|U3IXP2|U3IXP2_ANAPP
135,tr|U3IXU2|U3IXU2_ANAPP
136,tr|U3IYL7|U3IYL7_ANAPP
137,tr|U3IYS5|U3IYS5_ANAPP
138,tr|U3IYT9|U3IYT9_ANAPP
139,tr|U3IZ83|U3IZ83_ANAPP
140,tr|U3IZB2|U3IZB2_ANAPP
141,tr|U3IZD5|U3IZD5_ANAPP
142,tr|U3IZG4|U3IZG4_ANAPP
143,tr|U3IZJ3|U3IZJ3_ANAPP
144,tr|U3IZL3|U3IZL3_ANAPP
145,tr|U3IZQ7|U3IZQ7_ANAPP
146,tr|U3IZT1|U3IZT1_ANAPP
147,tr|U3IZY8|U3IZY8_ANAPP
148,tr|U3J053|U3J053_ANAPP
149,tr|U3J0V0|U3J0V0_ANAPP
150,tr|U3J1G9|U3J1G9_ANAPP
151,tr|U3J1P1|U3J1P1_ANAPP
152,tr|U3J233|U3J233_ANAPP
153,tr|U3J248|U3J248_ANAPP
154,tr|U3J3C9|U3J3C9_ANAPP
155,tr|U3J465|U3J465_ANAPP
156,tr|U3J485|U3J485_ANAPP
157,tr|U3J4D5|U3J4D5_ANAPP
158,tr|U3J4I1|U3J4I1_ANAPP
159,tr|U3J6J7|U3J6J7_ANAPP
160,tr|U3J6M4|U3J6M4_ANAPP
161,tr|U3J6S5|U3J6S5_ANAPP
162,tr|U3J713|U3J713_ANAPP
163,tr|U3J733|U3J733_ANAPP
164,tr|U3J9H8|U3J9H8_ANAPP
165,tr|U3J9J0|U3J9J0_ANAPP
166,tr|A0A493SSD0|A0A493SSD0_ANAPP
167,tr|A0A493SSZ8|A0A493SSZ8_ANAPP
168,tr|A0A493ST04|A0A493ST04_ANAPP
169,tr|A0A493ST89|A0A493ST89_ANAPP
170,tr|A0A493STB8|A0A493STB8_ANAPP
171,tr|A0A493SU11|A0A493SU11_ANAPP
172,tr|A0A493SUG9|A0A493SUG9_ANAPP
173,tr|A0A493SUT7|A0A493SUT7_ANAPP
174,tr|A0A493SVZ2|A0A493SVZ2_ANAPP
175,tr|A0A493SWW3|A0A493SWW3_ANAPP
176,tr|A0A493SYW6|A0A493SYW6_ANAPP
177,tr|A0A493T0E5|A0A493T0E5_ANAPP
178,tr|A0A493T0F0|A0A493T0F0_ANAPP
179,tr|A0A493T0G5|A0A493T0G5_ANAPP
180,tr|A0A493T0Y7|A0A493T0Y7_ANAPP
181,tr|A0A493T1N5|A0A493T1N5_ANAPP
182,tr|A0A493T1Q3|A0A493T1Q3_ANAPP
183,tr|A0A493T256|A0A493T256_ANAPP
184,tr|A0A493T2B7|A0A493T2B7_ANAPP
185,tr|A0A493T2H7|A0A493T2H7_ANAPP
186,tr|A0A493T2Z8|A0A493T2Z8_ANAPP
187,tr|A0A493T307|A0A493T307_ANAPP
188,tr|A0A493T3A3|A0A493T3A3_ANAPP
189,tr|A0A493T3T1|A0A493T3T1_ANAPP
190,tr|A0A493T547|A0A493T547_ANAPP
191,tr|A0A493T554|A0A493T554_ANAPP
192,tr|A0A493T578|A0A493T578_ANAPP
193,tr|A0A493T642|A0A493T642_ANAPP
194,tr|A0A493T699|A0A493T699_ANAPP
195,tr|A0A493T6R7|A0A493T6R7_ANAPP
196,tr|A0A493T8L3|A0A493T8L3_ANAPP
197,tr|A0A493T8S4|A0A493T8S4_ANAPP
198,tr|A0A493T8Y4|A0A493T8Y4_ANAPP
199,tr|A0A493T9T3|A0A493T9T3_ANAPP
200,tr|A0A493TAU1|A0A493TAU1_ANAPP
201,tr|A0A493TBR7|A0A493TBR7_ANAPP
202,tr|A0A493TCE5|A0A493TCE5_ANAPP
203,tr|A0A493TEC5|A0A493TEC5_ANAPP
204,tr|A0A493TEJ5|A0A493TEJ5_ANAPP
205,tr|A0A493TG30|A0A493TG30_ANAPP
206,tr|A0A493TGZ1|A0A493TGZ1_ANAPP
207,tr|A0A493THC6|A0A493THC6_ANAPP
208,tr|A0A493THD4|A0A493THD4_ANAPP
209,tr|A0A493THP9|A0A493THP9_ANAPP
210,tr|A0A493TI20|A0A493TI20_ANAPP
211,tr|A0A493TJY6|A0A493TJY6_ANAPP
212,tr|A0A493TK09|A0A493TK09_ANAPP
213,tr|A0A493TKD2|A0A493TKD2_ANAPP
214,tr|A0A493TKL3|A0A493TKL3_ANAPP
215,tr|A0A493TLE7|A0A493TLE7_ANAPP
216,tr|A0A493TLS6|A0A493TLS6_ANAPP
217,tr|A0A493TMB6|A0A493TMB6_ANAPP
218,tr|A0A493TMY3|A0A493TMY3_ANAPP
219,tr|A0A493TN45|A0A493TN45_ANAPP
220,tr|A0A493TPC4|A0A493TPC4_ANAPP
221,tr|A0A493TR27|A0A493TR27_ANAPP
222,tr|A0A493TRQ0|A0A493TRQ0_ANAPP
223,tr|A0A493TRX1|A0A493TRX1_ANAPP
224,tr|A0A493TRZ2|A0A493TRZ2_ANAPP
225,tr|A0A493TSR1|A0A493TSR1_ANAPP
226,tr|A0A493TTL0|A0A493TTL0_ANAPP
227,tr|A0A493TVD6|A0A493TVD6_ANAPP
228,tr|A0A493TW01|A0A493TW01_ANAPP
229,tr|A0A493TWR1|A0A493TWR1_ANAPP
230,tr|A0A493TXJ7|A0A493TXJ7_ANAPP
231,tr|A0A493TXT9|A0A493TXT9_ANAPP
232,tr|A0A493TY09|A0A493TY09_ANAPP
233,tr|A0A493TY45|A0A493TY45_ANAPP
234,tr|A0A493TY48|A0A493TY48_ANAPP
235,tr|A0A493TZH6|A0A493TZH6_ANAPP
236,tr|A0A493TZJ2|A0A493TZJ2_ANAPP
237,tr|A0A493TZW1|A0A493TZW1_ANAPP
238,tr|A0A493TZY7|A0A493TZY7_ANAPP
239,tr|A0A493U018|A0A493U018_ANAPP
240,tr|A0A493U044|A0A493U044_ANAPP
241,tr|A0A493U0V5|A0A493U0V5_ANAPP
242,tr|A0A493U1Y2|A0A493U1Y2_ANAPP
243,tr|A0A493U3E9|A0A493U3E9_ANAPP
244,tr|A0A493U3F0|A0A493U3F0_ANAPP
245,tr|A0A493U3H9|A0A493U3H9_ANAPP
246,tr|A0A493U455|A0A493U455_ANAPP
247,tr|U3HZV4|U3HZV4_ANAPP
248,tr|U3I2C2|U3I2C2_ANAPP
249,tr|U3I2N1|U3I2N1_ANAPP
250,tr|U3I3U7|U3I3U7_ANAPP
251,tr|U3I461|U3I461_ANAPP
252,tr|U3I4S8|U3I4S8_ANAPP
253,tr|U3I4U8|U3I4U8_ANAPP
254,tr|U3I500|U3I500_ANAPP
255,tr|U3I551|U3I551_ANAPP
256,tr|U3I5V9|U3I5V9_ANAPP
257,tr|U3I6J5|U3I6J5_ANAPP
258,tr|U3I7B7|U3I7B7_ANAPP
259,tr|U3I7H9|U3I7H9_ANAPP
260,tr|U3I7J4|U3I7J4_ANAPP
261,tr|U3I7J9|U3I7J9_ANAPP
262,tr|U3I7N7|U3I7N7_ANAPP
263,tr|U3I835|U3I835_ANAPP
264,tr|U3I844|U3I844_ANAPP
265,tr|U3I8E5|U3I8E5_ANAPP
266,tr|U3I8Q4|U3I8Q4_ANAPP
267,tr|U3I8Q9|U3I8Q9_ANAPP
268,tr|U3I977|U3I977_ANAPP
269,tr|U3I9P2|U3I9P2_ANAPP
270,tr|U3I9T6|U3I9T6_ANAPP
271,tr|U3I9Z3|U3I9Z3_ANAPP
272,tr|U3IA26|U3IA26_ANAPP
273,tr|U3IA66|U3IA66_ANAPP
274,tr|U3IAW2|U3IAW2_ANAPP
275,tr|U3IB10|U3IB10_ANAPP
276,tr|U3IC28|U3IC28_ANAPP
277,tr|U3ICQ5|U3ICQ5_ANAPP
278,tr|U3IDJ5|U3IDJ5_ANAPP
279,tr|U3IDK2|U3IDK2_ANAPP
280,tr|U3IDL6|U3IDL6_ANAPP
281,tr|U3IDV5|U3IDV5_ANAPP
282,tr|U3IE63|U3IE63_ANAPP
283,tr|U3IE78|U3IE78_ANAPP
284,tr|U3IE95|U3IE95_ANAPP
285,tr|U3IF75|U3IF75_ANAPP
286,tr|U3IFM6|U3IFM6_ANAPP
287,tr|U3IFP3|U3IFP3_ANAPP
288,tr|U3IFP8|U3IFP8_ANAPP
289,tr|U3IGC4|U3IGC4_ANAPP
290,tr|U3IGP2|U3IGP2_ANAPP
291,tr|U3IGX3|U3IGX3_ANAPP
292,tr|U3IGZ9|U3IGZ9_ANAPP
293,tr|U3II12|U3II12_ANAPP
294,tr|U3IJ99|U3IJ99_ANAPP
295,tr|U3IJE5|U3IJE5_ANAPP
296,tr|U3IJT6|U3IJT6_ANAPP
297,tr|U3IK56|U3IK56_ANAPP
298,tr|U3IKA3|U3IKA3_ANAPP
299,tr|U3IKH2|U3IKH2_ANAPP
300,tr|U3IKT3|U3IKT3_ANAPP
301,tr|U3ILL0|U3ILL0_ANAPP
302,tr|U3IMR5|U3IMR5_ANAPP
303,tr|U3IMT4|U3IMT4_ANAPP
304,tr|U3IN26|U3IN26_ANAPP
305,tr|U3INP2|U3INP2_ANAPP
306,tr|U3INX5|U3INX5_ANAPP
307,tr|U3IPZ0|U3IPZ0_ANAPP
308,tr|U3IQC4|U3IQC4_ANAPP
309,tr|U3IQF8|U3IQF8_ANAPP
310,tr|U3IQK5|U3IQK5_ANAPP
311,tr|U3IQR3|U3IQR3_ANAPP
312,tr|U3IRK0|U3IRK0_ANAPP
313,tr|U3IRZ8|U3IRZ8_ANAPP
314,tr|U3IS76|U3IS76_ANAPP
315,tr|U3IT06|U3IT06_ANAPP
316,tr|U3ITA3|U3ITA3_ANAPP
317,tr|U3ITC9|U3ITC9_ANAPP
318,tr|U3IU33|U3IU33_ANAPP
319,tr|U3IUY0|U3IUY0_ANAPP
320,tr|U3IV89|U3IV89_ANAPP
321,tr|U3IVT0|U3IVT0_ANAPP
322,tr|U3IW73|U3IW73_ANAPP
323,tr|U3IWJ8|U3IWJ8_ANAPP
324,tr|U3IWU0|U3IWU0_ANAPP
325,tr|U3IWY2|U3IWY2_ANAPP
326,tr|U3IX91|U3IX91_ANAPP
327,tr|U3IXD0|U3IXD0_ANAPP
328,tr|U3IYA4|U3IYA4_ANAPP
329,tr|U3IZ92|U3IZ92_ANAPP
330,tr|U3IZ95|U3IZ95_ANAPP
331,tr|U3J0C2|U3J0C2_ANAPP
332,tr|U3J0L4|U3J0L4_ANAPP
333,tr|U3J0W9|U3J0W9_ANAPP
334,tr|U3J0X3|U3J0X3_ANAPP
335,tr|U3J228|U3J228_ANAPP
336,tr|U3J2J1|U3J2J1_ANAPP
337,tr|U3J2Z6|U3J2Z6_ANAPP
338,tr|U3J361|U3J361_ANAPP
339,tr|U3J3G2|U3J3G2_ANAPP
340,tr|U3J3K1|U3J3K1_ANAPP
341,tr|U3J3K7|U3J3K7_ANAPP
342,tr|U3J3X9|U3J3X9_ANAPP
343,tr|U3J4G2|U3J4G2_ANAPP
344,tr|U3J4G7|U3J4G7_ANAPP
345,tr|U3J4T3|U3J4T3_ANAPP
346,tr|U3J551|U3J551_ANAPP
347,tr|U3J556|U3J556_ANAPP
348,tr|U3J590|U3J590_ANAPP
349,tr|U3J5G0|U3J5G0_ANAPP
350,tr|U3J5J6|U3J5J6_ANAPP
351,tr|U3J5W2|U3J5W2_ANAPP
352,tr|U3J670|U3J670_ANAPP
353,tr|U3J6I2|U3J6I2_ANAPP
354,tr|U3J6K4|U3J6K4_ANAPP
355,tr|U3J7N9|U3J7N9_ANAPP
356,tr|U3J7X2|U3J7X2_ANAPP
357,tr|U3J7Y4|U3J7Y4_ANAPP
358,tr|U3J885|U3J885_ANAPP
359,tr|U3J8B8|U3J8B8_ANAPP
360,tr|U3J8B9|U3J8B9_ANAPP
361,tr|U3J8T7|U3J8T7_ANAPP
362,tr|U3J990|U3J990_ANAPP
363,tr|U3J9Q7|U3J9Q7_ANAPP
364,tr|U3J9R4|U3J9R4_ANAPP
365,tr|U3J9Z3|U3J9Z3_ANAPP
366,tr|A0A493SS55|A0A493SS55_ANAPP
367,tr|A0A493SS56|A0A493SS56_ANAPP
368,tr|A0A493SS76|A0A493SS76_ANAPP
369,tr|A0A493SS92|A0A493SS92_ANAPP
370,tr|A0A493SSI3|A0A493SSI3_ANAPP
371,tr|A0A493SSI5|A0A493SSI5_ANAPP
372,tr|A0A493SSL8|A0A493SSL8_ANAPP
373,tr|A0A493SSR1|A0A493SSR1_ANAPP
374,tr|A0A493SSR5|A0A493SSR5_ANAPP
375,tr|A0A493SSS8|A0A493SSS8_ANAPP
376,tr|A0A493ST21|A0A493ST21_ANAPP
377,tr|A0A493ST58|A0A493ST58_ANAPP
378,tr|A0A493ST74|A0A493ST74_ANAPP
379,tr|A0A493STE6|A0A493STE6_ANAPP
380,tr|A0A493STG0|A0A493STG0_ANAPP
381,tr|A0A493STH2|A0A493STH2_ANAPP
382,tr|A0A493STL0|A0A493STL0_ANAPP
383,tr|A0A493STM5|A0A493STM5_ANAPP
384,tr|A0A493STV9|A0A493STV9_ANAPP
385,tr|A0A493STX0|A0A493STX0_ANAPP
386,tr|A0A493SU36|A0A493SU36_ANAPP
387,tr|A0A493SU44|A0A493SU44_ANAPP
388,tr|A0A493SU69|A0A493SU69_ANAPP
389,tr|A0A493SU74|A0A493SU74_ANAPP
390,tr|A0A493SU78|A0A493SU78_ANAPP
391,tr|A0A493SU98|A0A493SU98_ANAPP
392,tr|A0A493SUB5|A0A493SUB5_ANAPP
393,tr|A0A493SUQ9|A0A493SUQ9_ANAPP
394,tr|A0A493SV09|A0A493SV09_ANAPP
395,tr|A0A493SV71|A0A493SV71_ANAPP
396,tr|A0A493SVB7|A0A493SVB7_ANAPP
397,tr|A0A493SVC1|A0A493SVC1_ANAPP
398,tr|A0A493SVE3|A0A493SVE3_ANAPP
399,tr|A0A493SVN2|A0A493SVN2_ANAPP
400,tr|A0A493SVR1|A0A493SVR1_ANAPP
401,tr|A0A493SVZ5|A0A493SVZ5_ANAPP
402,tr|A0A493SW76|A0A493SW76_ANAPP
403,tr|A0A493SW89|A0A493SW89_ANAPP
404,tr|A0A493SWC4|A0A493SWC4_ANAPP
405,tr|A0A493SWI5|A0A493SWI5_ANAPP
406,tr|A0A493SWP8|A0A493SWP8_ANAPP
407,tr|A0A493SWW8|A0A493SWW8_ANAPP
408,tr|A0A493SWY0|A0A493SWY0_ANAPP
409,tr|A0A493SX19|A0A493SX19_ANAPP
410,tr|A0A493SX62|A0A493SX62_ANAPP
411,tr|A0A493SXI4|A0A493SXI4_ANAPP
412,tr|A0A493SXJ6|A0A493SXJ6_ANAPP
413,tr|A0A493SXM3|A0A493SXM3_ANAPP
414,tr|A0A493SXM7|A0A493SXM7_ANAPP
415,tr|A0A493SXU1|A0A493SXU1_ANAPP
416,tr|A0A493SXV0|A0A493SXV0_ANAPP
417,tr|A0A493SXY4|A0A493SXY4_ANAPP
418,tr|A0A493SXZ8|A0A493SXZ8_ANAPP
419,tr|A0A493SY04|A0A493SY04_ANAPP
420,tr|A0A493SY08|A0A493SY08_ANAPP
421,tr|A0A493SY28|A0A493SY28_ANAPP
422,tr|A0A493SY47|A0A493SY47_ANAPP
423,tr|A0A493SYE7|A0A493SYE7_ANAPP
424,tr|A0A493SYF0|A0A493SYF0_ANAPP
425,tr|A0A493SYN3|A0A493SYN3_ANAPP
426,tr|A0A493SYN6|A0A493SYN6_ANAPP
427,tr|A0A493SYP8|A0A493SYP8_ANAPP
428,tr|A0A493SYS2|A0A493SYS2_ANAPP
429,tr|A0A493SYV5|A0A493SYV5_ANAPP
430,tr|A0A493SZ11|A0A493SZ11_ANAPP
431,tr|A0A493SZ22|A0A493SZ22_ANAPP
432,tr|A0A493SZA6|A0A493SZA6_ANAPP
433,tr|A0A493SZC1|A0A493SZC1_ANAPP
434,tr|A0A493SZE3|A0A493SZE3_ANAPP
435,tr|A0A493SZL3|A0A493SZL3_ANAPP
436,tr|A0A493SZN4|A0A493SZN4_ANAPP
437,tr|A0A493SZP2|A0A493SZP2_ANAPP
438,tr|A0A493SZU4|A0A493SZU4_ANAPP
439,tr|A0A493SZY4|A0A493SZY4_ANAPP
440,tr|A0A493T076|A0A493T076_ANAPP
441,tr|A0A493T0M5|A0A493T0M5_ANAPP
442,tr|A0A493T0S4|A0A493T0S4_ANAPP
443,tr|A0A493T0U1|A0A493T0U1_ANAPP
444,tr|A0A493T0Y9|A0A493T0Y9_ANAPP
445,tr|A0A493T0Z8|A0A493T0Z8_ANAPP
446,tr|A0A493T122|A0A493T122_ANAPP
447,tr|A0A493T1A9|A0A493T1A9_ANAPP
448,tr|A0A493T1B0|A0A493T1B0_ANAPP
449,tr|A0A493T1H1|A0A493T1H1_ANAPP
450,tr|A0A493T1J9|A0A493T1J9_ANAPP
451,tr|A0A493T1T9|A0A493T1T9_ANAPP
452,tr|A0A493T1V0|A0A493T1V0_ANAPP
453,tr|A0A493T1V1|A0A493T1V1_ANAPP
454,tr|A0A493T1Y5|A0A493T1Y5_ANAPP
455,tr|A0A493T292|A0A493T292_ANAPP
456,tr|A0A493T296|A0A493T296_ANAPP
457,tr|A0A493T2G1|A0A493T2G1_ANAPP
458,tr|A0A493T2L1|A0A493T2L1_ANAPP
459,tr|A0A493T2P5|A0A493T2P5_ANAPP
460,tr|A0A493T2Q9|A0A493T2Q9_ANAPP
461,tr|A0A493T2R2|A0A493T2R2_ANAPP
462,tr|A0A493T2S5|A0A493T2S5_ANAPP
463,tr|A0A493T2U1|A0A493T2U1_ANAPP
464,tr|A0A493T2Y1|A0A493T2Y1_ANAPP
465,tr|A0A493T2Y8|A0A493T2Y8_ANAPP
466,tr|A0A493T354|A0A493T354_ANAPP
467,tr|A0A493T363|A0A493T363_ANAPP
468,tr|A0A493T3E9|A0A493T3E9_ANAPP
469,tr|A0A493T3H1|A0A493T3H1_ANAPP
470,tr|A0A493T3I0|A0A493T3I0_ANAPP
471,tr|A0A493T3K9|A0A493T3K9_ANAPP
472,tr|A0A493T3N7|A0A493T3N7_ANAPP
473,tr|A0A493T3Q1|A0A493T3Q1_ANAPP
474,tr|A0A493T3X8|A0A493T3X8_ANAPP
475,tr|A0A493T3Z9|A0A493T3Z9_ANAPP
476,tr|A0A493T4D0|A0A493T4D0_ANAPP
477,tr|A0A493T4F4|A0A493T4F4_ANAPP
478,tr|A0A493T4P8|A0A493T4P8_ANAPP
479,tr|A0A493T4P9|A0A493T4P9_ANAPP
480,tr|A0A493T4T7|A0A493T4T7_ANAPP
481,tr|A0A493T501|A0A493T501_ANAPP
482,tr|A0A493T543|A0A493T543_ANAPP
483,tr|A0A493T595|A0A493T595_ANAPP
484,tr|A0A493T5C9|A0A493T5C9_ANAPP
485,tr|A0A493T5N8|A0A493T5N8_ANAPP
486,tr|A0A493T5X1|A0A493T5X1_ANAPP
487,tr|A0A493T608|A0A493T608_ANAPP
488,tr|A0A493T622|A0A493T622_ANAPP
489,tr|A0A493T641|A0A493T641_ANAPP
490,tr|A0A493T678|A0A493T678_ANAPP
491,tr|A0A493T692|A0A493T692_ANAPP
492,tr|A0A493T6D2|A0A493T6D2_ANAPP
493,tr|A0A493T6J8|A0A493T6J8_ANAPP
494,tr|A0A493T6V3|A0A493T6V3_ANAPP
495,tr|A0A493T705|A0A493T705_ANAPP
496,tr|A0A493T707|A0A493T707_ANAPP
497,tr|A0A493T756|A0A493T756_ANAPP
498,tr|A0A493T781|A0A493T781_ANAPP
499,tr|A0A493T793|A0A493T793_ANAPP
500,tr|A0A493T799|A0A493T799_ANAPP
501,tr|A0A493T7B4|A0A493T7B4_ANAPP
502,tr|A0A493T7F1|A0A493T7F1_ANAPP
503,tr|A0A493T7F5|A0A493T7F5_ANAPP
504,tr|A0A493T7R9|A0A493T7R9_ANAPP
505,tr|A0A493T7Z7|A0A493T7Z7_ANAPP
506,tr|A0A493T804|A0A493T804_ANAPP
507,tr|A0A493T805|A0A493T805_ANAPP
508,tr|A0A493T826|A0A493T826_ANAPP
509,tr|A0A493T889|A0A493T889_ANAPP
510,tr|A0A493T890|A0A493T890_ANAPP
511,tr|A0A493T8C9|A0A493T8C9_ANAPP
512,tr|A0A493T8F0|A0A493T8F0_ANAPP
513,tr|A0A493T8P9|A0A493T8P9_ANAPP
514,tr|A0A493T8T8|A0A493T8T8_ANAPP
515,tr|A0A493T8W1|A0A493T8W1_ANAPP
516,tr|A0A493T8W3|A0A493T8W3_ANAPP
517,tr|A0A493T8Z1|A0A493T8Z1_ANAPP
518,tr|A0A493T903|A0A493T903_ANAPP
519,tr|A0A493T954|A0A493T954_ANAPP
520,tr|A0A493T969|A0A493T969_ANAPP
521,tr|A0A493T9F1|A0A493T9F1_ANAPP
522,tr|A0A493T9G6|A0A493T9G6_ANAPP
523,tr|A0A493T9I8|A0A493T9I8_ANAPP
524,tr|A0A493T9M6|A0A493T9M6_ANAPP
525,tr|A0A493T9N2|A0A493T9N2_ANAPP
